text,class_simple,sent_score
from now on.,,
the place for me.,,
picked up some nice halibut filets.,,
they took the skin off for me.,,
my daughter and i made ceviche that was excellent.,,
their bakery is great too.,,
i can't resist their muffins.,,
they also have a wide variety of items at their self service bars.,,
as well as a sub shop and pizza.,,
their pizza is the closest to ny that â€¦,,
great produce both organic or not plus local or not.,,
love.,,
love their black cherry vanilla sparkling water!,,
there has to be something you can eat here no matter what diet you're on!,,
it's a nice wegmans if wegmans is what you're looking for.,,
there are lots of fancy things to choose from but you will spend double what you would in a typical grocery store.,,
there are some items that are comparable but if you are a bargain â€¦,,
stopped in for the first time.,,
was expecting the prices to be on level of whole foods but pleasantly surprised prices were reasonable.,,
a worker (katie) even checked the back for an out of stock item for me.,,
great food court.,,
100% recommended!,,
wegmans is the best supermarket i have ever been shopping at.,,
beautiful.,,
and well laid out store.,,
employee's are all so friendly and helpful.,,
this wegmans in columbia.,,
md is huge!,,
if coming in by front door.,,
the vegetables and fruits selection is amazing.,,
lots of organic too and prices are less than whole foods.,,
off to the right of the main door.,,
are â€¦,,
i like this supermarket.,,
they have different brands and variety of products.,,
the price is also good.,,
employee's go out of there way to assist their customers.,,
hot/cold.,,
the widest variety of produce.,,
organic.,,
gluten free and more products with friendly.,,
helpful service.,,
has nearly everything in one place.,,
deli has excellent kobe style roast beef.,,
very tasty.,,
people are friendly.,,
checkout is fast.,,
the store has a wide selection of items.,,
the checkout lines are monitored and if they get too long.,,
they open another register.,,
the prices are good for groceries but their food to go that you weigh are too pricey.,,
even the bakery items like sugar cookies are sold by weight.,,
i think like $9/lb.,,
wegman's has it all!,,
i went there for their delicious hot cheese!,,
jalapeno cayenne cheddar.,,
friggin awesome.,,
i love hot.,,
this cheese is the bomb!,,
great selection of everything.,,
wegman's is a great grocery store!,,
it's a great experience going there that everyone is so friendly and so helpful,,
beautiful!,,
a bit pricey.,,
gorgeous produce.,,
the bakery is outstanding.,,
try the rosemary sour dough and the garlic tuscan bread.,,
the deserts are lovely.,,
but again.,,
very good though.,,
instacart is turning wegmans from a 5 star experience to eventually less than 3 stars.,,
many of the instacart independent contractors batch together multiple orders.,,
if the orders are small enough.,,
they will use an express lane cashier  (15 â€¦,,
this location is well organized.,,
fully staffed.,,
and their customer service is implacable.,,
great deli.,,
bakery.,,
cheese shop.,,
pricy but you can find good deals.,,
love that store.,,
nice place to grab a snack.,,
big store.,,
meats.organic & discount sections.,,
fantastic options.carolinre carts readily available .,,
best grocery store in the area.,,
a wide variety of foods from all regions of the world.,,
the store looks great too.,,
staff is friendly and helpful.,,
prices are better on most items than giant.,,
shoppers.,,
and safeway.,,
excellent grocery store and so much variety to select from.,,
this is a great store that offers a variety of products located throughout the store.,,
this location is located in a shopping center with various types of stores and businesses.,,
it's a very fantastic store bigger than i thought.,,
tasty food.,,
check out clerk needs to be taught how to talk courteously.,,
nothing below 4 dollars.,,
one of the best grocery stores to buy food.,,
i have heard from others that items are  expensive.,,
well in my opinion staples are affordable than most grocery stores around montgomery county.,,
i have compiled a list of prices.,,
examples are â€¦,,
they usually have everything that i'm looking for.,,
the employees are courteous and helpful.,,
and they offer hot and cold buffet items and 4 themed dining areas:  patio.,,
rating this compared to other wegmans in maryland.,,
i love wegmans.,,
their market is awesome.,,
and the wegmans branded products are normally very good.,,
.. this wegmans does not have the high end stock others â€¦,,
the flowers are just amazing.,,
you can never go wrong there,,
coho salmon today.,,
love wagemans,,
definitely on the expensive side.,,
i shop here for my groceries also and they have a wide selection of gluten free products.,,
i especially love the muffins in their basket section.,,
even though we don't live particularly close to wegmans.,,
we seriously consider driving 20+ minutes more than normal to shop there.,,
in particular.,,
cashiers vary greatly.,,
friendly and helpful employees and excellent selection.,,
everything is good here except there were no cashier lanes with 15/20 items lanecopen today on a busy day - father's day.,,
very cool store!,,
wish we had one in hagerstown!,,
i love this wegmans i can find bill gray's sauce and country sweet here!,,
huge selection.,,
but lately the produce department is mostly empty.,,
you can't find your salad or apple slices or organic baby carrots.,,
all you see is empty shelves.,,
awesome grocery store.,,
a wide selection of everthing pertaining to food.,,
store is large.,,
has a wide variety of products.,,
many specially items that you will not find that other supermarkets in the germantown area.,,
wegmans now have renewable plastic bags.,,
from groceries to a good bit to eat after grocery shopping.,,
their dining area is neat.,,
accessible and kids friendly.,,
oh and dont forget to bring your wallet,,
found what was needed.,,
except pine nuts!,,
bottle of goya hot sauce was available only in small size.,,
but will do.,,
we love wegmans.,,
love this place.. my local supermarket..the cheese counter peeps are great with samples on a weekend.. usually not a huge wait at checkouts.. ..,,
loved it and the employees were so-o helpful a nd the prices were lower than other area markets,,
and people working there are more than nice,,
fast and friendly service.,,
good choices.,,
usually fast checkout.,,
love this store wish we had them in indiana,,
they have a great variety.,,
i love shopping there.,,
clam chowder soup was great .,,
and there vegan section is out of this world ..,,
for us.,,
the nearby grocers are generally not that good.,,
wegmans â€¦,,
what a phenomenal store.,,
as someone who is a chef and a foodie.,,
this place is a veritable playground!,,
we lost an hour just exploring the soaps.,,
cheeses and ethnic foods!,,
the staff was pleasant and helpful and made us feel appreciated.,,
can't wait to go back and explore some more.,,
this store has everyrhing!,,
it is so large i had trouble finding all of the items on my shopping list.,,
fortunately.,,
the employees are very nice and helpful and i finally found everything.,,
i don't think it's possible to love a grocery store more!!!,,
fantastic inventory.,,
i never pick up anything out of date.,,
to cookies and cakes.,,
to a variety of â€¦,,
haven't been in a wegmans in years.,,
it was way better than i remembered.,,
catering was fantastic for my daughter's graduation party.,,
wide selection.,,
worth the drive from bethesda.,,
best produce than anywhere!,,
the employees there were helpful and helping me with putting my groceries into my cart for me.,,
my kids had to use the bathroom and the guy was nice enough to wait for us to go in and be done.,,
such patient employees there.,,
i love wegmans!,,
cheese train!,,
was very excited to see that wegmans had finally made it to the area.,,
love their self-serve bulk products areas.,,
their great variety.,,
and their plentiful wegmans-brand selection.,,
very impressed its like a few grocery stores in one.,,
different departments all with people ready to serve.,,
it's like a small costco meets shoppers meets what they have a train on the ceiling oh my barrels with candies and seasoning etc.,,
the meat selection the sushi selection awesome,,
18-inch pizza for $10!,,
wonderful grocery store.,,
one of the best grocery stores in the area.,,
i love this store literally can  find whatever you need.,,
i love getting lunch here from time to time.,,
#greateststoreever,,
highest prices.,,
wegmans is the place to go.,,
they have a large selection.,,
love wegmans!,,
food court is trai and convenient,,
you bet its good!,,
wonderful variety of items and reasonable prices.,,
like most places i try to avoid the rush and go early!,,
great place to get a little of everything.,,
there is a great selection of food to-go.,,
there is a big section of organic food.,,
something for everyone!,,
a good grocery store with variety,,
love the frozen cod.,,
salmon and flounder,,
best large grocery store anywhere,,
their store has good stuff but they are heavily pushing their store brands over national brands.,,
wegman's has some of the widest most affordable selection especially in packaged goods.,,
check out the cheese counter if you like to try new cheeses some of the widest selection in a grocery.,,
excellent product selections.,,
decently priced and helpful professional staff.,,
beautiful location.,,
if you haven't been to wegmans.,,
you need to go.,,
huge selection of anything you can imagine.,,
meats and seafood.,,
salad.,,
mexican.,,
indian.,,
comfort food and chinese food bars are amazing.,,
wide selection of cheeses.,,
gluten-free isles.,,
is the best pizza deal around the area...,,
once the rolls were out of the package i could see where they had been wet and then dried out.,,
but it was black.,,
i hope â€¦,,
beautiful store.,,
very cozy.,,
very well designed.,,
great place to meet someone for business as well as an excellent selection of groceries at a fair price.,,
you would expect the place to be restocked before a weekend.,,
not a frozen rasberry to be seen.,,
a lot of shelves partially empty.,,
items they used to carry are no longer available.,,
used to be a great store.,,
but seems to be going downhill,,
it is one of my most favorite places to visit when i visit my grandchildren ðÿ˜š!,,
i  just love to shop in wegmansâ¤!!,,
the cashiers were great but we love amal and mary the most,,
this market has good meat and liquor .,,
i come here every now and then when i go to walmart around the corner to but my meat.,,
their prepared meals are tasty and time saving.,,
absolute pleasure!,,
what a treat to visit a store with deep selection and kind service.,,
shout out to a young man in bakery who worked on september 5th at 12:30pm.,,
he had made my day!,,
wegmans is absolutely the best supermarket chain in the usa!,,
fantastic variety of all foods..great selection of nonfood items and wonderful selection of wines..prixes are good.,,
you must visit their cheese and bread departments...fantastic!!,,
this is both one of my favorite grocery stores and among the most dreaded.,,
"""why?""",,
you might ask.,,
well.,,
it's not just how extensive their selection is.,,
wegmans is the best grocery store in the area.,,
make sure you install the app!,,
the app also organizes your shopping list by aisle in the store.,,
if you haven't been.,,
you haven't lived.,,
everybody's got their favorites.,,
publix.,,
h. e. b.. harris teeter.,,
wegmans has great prepared foods.,,
deli sandwiches.,,
their grocery selection is great.,,
prices â€¦,,
i find more than what i need.,,
superb store.,,
outstanding selection.,,
delicious prepared food (the tacos are crazy good).,,
and great produce.,,
and the bakery is good too.,,
i have been going to the wegmans near leesburg for years and love the experience.,,
first time to this location and all i can say is holy cow!,,
what a big store.,,
and the cafe is huge with an amazing selection.,,
this is a very good location like most are.,,
great place to find everything on your grocery list.,,
and delicious already made food.,,
in store best baked breads.,,
cakes and european style desserts.,,
associates are so helpful and friendly no matter when i go.,,
my go to store for gourmet cheeses.,,
wine and special veggies.ðÿ’œ,,
only thing that prevents me from shopping there all the time is distance from home and price.,,
they also have free snacks/cookies which my girls take each time when leaving.,,
i've come to love this place- my husband too.,,
grocery store.,,
my children love coming here!,,
the train over the milk section.,,
this is a great very busy location.,,
i go to this wegmans on occasion.,,
the store is laid out a bit weird in terms of the grocery aisles.,,
but other than that no complaints.,,
they have a huge beer / wine â€¦,,
wegmans is a great store to do your shopping for things that you can't find elsewhere.,,
it has a fabulous food bar with just about any type of food you would want.,,
i don't know what the price per pound is.,,
but it's very easy to rack up a â€¦,,
one of the best grocery stores i've ever been to.,,
high priced low nutrition salad bar for vegetarians.,,
we found everything on our list.,,
good place to get great specialty as well as common groceries.,,
i love the smoked salmon!,,
great selection of products.,,
not only do they have hard to find products they have reasonable prices on family packs.,,
i love wegs... best grocery shopping.,,
great wine selection... what's not to love?,,
good grocery store with an extensive selection of produce.,,
service was amazing.,,
food is great and well made.,,
everything i needed was found.,,
overall a great place to shop and eat,,
found everything i need,,
bit the best combination of price and selection.,,
have zero complaints about food but occasionally the staff seem upset and it reflects on service but overall really great experiences,,
i had the best sandwich of my life (so far) here!,,
the key negative i'm going to get out of the way.,,
you go at a regular peak time and you'll find yourself an analog for dc rush hour (at least it's not fury road.,,
go to costco if you want that experience).,,
i love there samples & huge variety.,,
never disappoints.,,
we don't really shop for groceries.,,
we like the hot food section.,,
it's really nice to have the gourmet food.,,
restaurants.,,
and food bar.,,
like getting the new mexico hatch chiles in the fall.,,
i shop here mainly for the produce.,,
definitely download their app and make a list before going.,,
by having a list with their app you will find things easier and it will save you so much time.,,
my favorite wegmans in the area.,,
friendly employees.,,
there are some items i know i can get for about half the price elsewhere but for the most part the prices are fantastic!,,
the assortment of cheese is a plus as well.,,
even get our flu shots and ez pass their.,,
just a very convenient.,,
and organized place.,,
this wegmans is great for both grocery shopping and take out.,,
i especially enjoy their sushi and hot bar.,,
i havenâ€™t tried the new mexican bar yet.,,
good selection and prices lower than ht on many things we buy.,,
get our fish here.,,
a very nice place for your groceries and quite reasonable prices.,,
it has food selections from different parts of the world.,,
itâ€™s cheese section is especially outstanding.,,
produce department in fairfax.,,
va store was disappointing.,,
multiple instances of produce on the floor.,,
very dangerous.,,
i slipped and went down!,,
very lucky i wasn't hurt.,,
labor machines out of stickers consistently.,,
it is.,,
and has been.,,
one of the finest supermarkets in the us for many years.,,
it's huge.,,
has everything you need.,,
but at reasonable prices.,,
they sell black truffles at $999.00 per pound.,,
but they also sell standard items you would find at any market in america like cheerios.,,
twinkies.,,
keebler cookies.,,
interesting food.,,
and helpful staff,,
the sterling wegmans is good.,,
hot food bar is solid and delicious.,,
pizza/soup-and-sandwich/amerimex-station deals are better bang for your buck.,,
but all options are great for lunch.,,
grocery is decently priced with a solid house brand.,,
a welcome sight when i first moved to the area.,,
wonderful store love to see one open in rockville,,
the best grocery store in america!,,
great store with a wide selection of prepared foods.,,
this is one of the most unique grocery shopping experiences in the area by far.,,
the prepared food is wonderful and there's also a small â€¦,,
went in for a salad and fruit.,,
great salad.,,
wegmans is the grocery store standard.,,
their prices.,,
selection.,,
as is their store brand items.,,
i find the app very helpful in locating items and planning meals for the week.,,
the hot and otherwise prepared foods are good.,,
little price in terms of food but you will be able purchase foods to alcohol n,,
this is a great wegman's.,,
nice grocery store,,
i love the cake they bake,offerings,good
fresh item,freshness,good
everyone love the vegetable,freshness,good
fruit here,freshness,neutral
i love the cake heredy,offerings,good
so many choice of fresh fruit,freshness,good
awesome,,
good selection to shop,selection,good
very bad customer service,staff,bad
the store next door carrefour be well,,
,,
way more variety,selection,good
skip place,repeat_visit,bad
over bloated price,price,bad
fresh food nice variety,freshness,good
fresh food nice variety,variety,good
good place,no_topic,good
all grocery,no_topic,neutral
become mini market,no_topic,neutral
want find much stuff over there,,
be place in al ghurair parking ground level,parking,neutral
now closed for renovation,location,neutral
used to be great place to buy monocle magazines,no_topic,neutral
not any more,no_topic,neutral
good quality fruits,freshness,good
vegetables,freshness,neutral
now they moved 1st floor near to baskin robin,location,neutral
s,no_topic,neutral
poor customer service specially in cashier,staff,bad
kabayan cashier,no_topic,neutral
sheena,no_topic,neutral
do not know how to assist customer,staff,bad
i am so dissapointed knowing that spinneys have customer service training,staff,bad
much better waitrose al thanya branch,,
havnt been in dubai since so i did not know spinney,,
s had moved inside,location,neutral
i thought had closed at first,location,neutral
excellent shop,,
wide variety of collection of things which is not seen in any other stores,selection,good
fast food,efficiency_of_service,good
nice,,
everything is excellent,no_topic,good
best,no_topic,good
good items as always in spinneys,quality,good
expensive compare to other stores,price,bad
considering fresh,freshness,neutral
organic products,,
you may go to this store to get,no_topic,neutral
most of the customers are locals,no_topic,neutral
europeans,no_topic,neutral
they will not have always any offers like other shops,no_topic,neutral
friendly staff,staff,good
not much rush as well,no_topic,neutral
your standard spinneys,no_topic,neutral
gets most of your grocery shopping done,no_topic,neutral
also has some uncommon goods worth try,selection,good
expensive,price,bad
the best place to buy fresh fruits nearby,freshness,good
is closed now,location,bad
anyone know when,,
where will open,,
they moved somewhere still did not open itaeur,,
s really bad dy,,
very good service,staff,good
fresh fruits,freshness,good
vegetables are available,freshness,good
they got there own bakery inside the supermarket,offerings,neutral
of the best supermarkets with the best food products,quality,good
best place for all frexh produce,,
staff overly helpful,staff,good
fresh produce,freshness,good
organize items on display,,
good quality of products,quality,good
fresh goods,freshness,good
has closed now,location,neutral
relocating inside the mall area,location,neutral
customer care is nice,staff,good
fresh foods,freshness,good
hard to notice where is,location,bad
behind the alghurair more that makes hard for people to locate,location,bad
great shop,no_topic,good
convenient shopping,convenience,good
grocery store in good size ,layout,good
not open,location,bad
they need to take this location off the map until their new location opens,location,bad
not all green leafy vegetables are available,freshness,bad
need more varieties,selection,bad
is spinneys al ghurair branch closed,location,bad
unfortunately i had bad experience with the fresh orange juice available at spinneys,freshness,bad
the juice was rancid,freshness,bad
was off,no_topic,neutral
called the landline,no_topic,neutral
the staff stated that he would have replaced,staff,neutral
update,,
the bottles,,
the receipt were aeur,,
very good supermarket,no_topic,good
spinneys is recommended to buy daily meals from there,repeat_visit,good
good for shopping vegetable,freshness,good
usual super store,no_topic,neutral
nothing out of common,no_topic,neutral
good supermarket,no_topic,neutral
good shopping,no_topic,neutral
good spineys store for quick shopping visits located at the g level of al gurair mall,convenience,good
you can find here all the usual spineys products plus aditional services stores,offerings,neutral
good supermarket for non muslims,no_topic,good
nice food,no_topic,good
have birthday cake,offerings,neutral
very well stocked,selection,good
everything,no_topic,neutral
is available,,
good place to find everytjing,selection,good
went to buy dragon fruit,,
not available,selection,bad
wrong place,location,bad
this actual one is inside al ghurair mall,location,bad
good food stuff,,
expensive,price,bad
many food stuff available here than other spinneys,selection,good
variety,,
expensive,price,bad
good looking,,
friendly staff,staff,good
products are very fresh,freshness,good
supermarket,,
friendly staffs,staff,good
amazing store,no_topic,good
this is supper store everything you can get,selection,good
expensive,price,bad
you can get variety of imported items that you do not find anywhere else,selection,good
excellent in all,no_topic,good
supermarket,no_topic,neutral
expensive,price,bad
translated by google,,
very clean,cleanliness,good
organized,layout,good
worth visit,,
muito limpo e organizado,,
vale pena visitar,,
translated by google,,
translated by google,,
translated by google,,
there is little tout,,
there is little tout,,
des prepared meals are made available,,
des prepared meals are made available,,
you choose what you like,no_topic,neutral
you choose what you like,,
you proceed to checkout,,
you proceed to checkout,,
the frame is large,no_topic,neutral
the place is large,layout,neutral
generally quiet,atmosphere,good
generally quiet,,
on y trouve un peu de tout,,
on y trouve un peu de tout,,
des plats pra,,
des plats pra,,
c para,,
c para,,
c s aeur,,
c s aeur,,
translated by google,,
is beautiful,,
interesting wall of supermarket contains everything needed for home shopping is very beautiful,,
oao1 usooau,,
us ufu,,
oss usooaosso,,
us o you,,
translated by google,,
quite so with prices in some things more expensive than other similar places,price,bad
oss o opso3 o you,,
o1 odegu,,
uus o o1op ossu,,
usosso,,
ossoou,,
ossufu,,
o osso,,
translated by google,,
deira dubai,,
deira dubai,,
translated by google,,
interesting,,
translated by google,,
translated by google,,
excellent,,
oaosso2,,
translated by google,,
jajeel,,
o o you,,
good located near marina,convenience,good
so we buy all stuffs before we go to our boat,,
best experience when comes to supermarket shopping,repeat_visit,good
best display of things,,
superb staff service,staff,good
despite some things being pricey,price,bad
though you get  is bit pricey,price,bad
very nice store to shop for groceries,,
even has meat section for non muslim,offerings,good
little bit on the pricey side,price,bad
fresh organic green leaves for salad only in spinneys,freshness,good
beautiful flowers too,offerings,good
my everyday grocery store,,
fresh bread,offerings,good
great selection,selection,good
very clean,cleanliness,good
amazing place,,
good service,staff,good
nice place near marina mall,convenience,good
fresh vegetables,freshness,good
fruits food tasty fresh seafood ,freshness,good
spinneys is always good store to get your groceries,,
no matter the location,,
you can find everything from pork to chocolates,offerings,good
so much more,,
bit pricey,price,bad
freshness is their best quality,freshness,good
parking is bit hidden aeur,location,neutral
nice market in dubai marina,,
they do not accept visa cardi oeonly because my card has union pay shows on,no_topic,neutral
they donaeur,,
t even want to listen to mei oei had used my credit card for long in dubaii oeif charges from union pay how could i didnaeur,,
t knowi yi they refuse listen nor just aeur,,
spinneys dubai marina is place you can shop in comfort,,
the worker are very active,staff,good
helpful,,
am so happy whenever i shop there,repeat_visit,good
good delicious food,no_topic,good
there you will find lot of specialities which are not available in discounter,selection,good
good bread,offerings,good
good place for shopping in dubai marina,,
located in marina towers,convenience,neutral
nice place to enjoy your vacation with beautiful yacht,,
opens at am,,
staff friendly,staff,good
helpful,,
shop very clean,cleanliness,good
wonderful day out for all the family,,
not bad at all,no_topic,good
i just love spinney,,
is the quality of beef offered in the butcher,offerings,good
s area,no_topic,neutral
leaving the you s,no_topic,neutral
finding the quality of beef we were accustomed to while traveling proved to be a bit costly,selection,bad
finding the quality of beef we were accustomed to while traveling proved to be a bit costly,price,bad
especially fresh food which is very good for bachelors,freshness,good
especially fresh food which is very good for bachelors,,
has lot of different variety of options,selection,good
everything is perfect at place,,
even the space to walk around is awesome,,
i like their customers handling as well,staff,good
located,location,neutral
marina walk area,location,neutral
good food court,offerings,good
good selection,selection,good
good for shopping,no_topic,good
lovely supermarket contains most of your daily,,
weekly needs,,
great quality of food,quality,good
slightly more expensive than carrefour,price,bad
standard store in dubai,,
standard store in dubai,no_topic,neutral
very good,no_topic,good
the problem is when gets busy,crowded,bad
the wait is long,efficiency_of_service,bad
best fruits,freshness,good
good spot,no_topic,good
excellent place to shop,no_topic,good
value for money,price,good
awesome place dy,no_topic,good
good quality,quality,good
fresh food always,freshness,good
very good food,no_topic,good
options,no_topic,neutral
food counter is nice,offerings,good
some products are little pricey,price,bad
store is good,no_topic,good
why the timing here is,no_topic,neutral
at pm is closed already,location,bad
small good for basic needs,,
not too expensive like everywhere around here,price,good
nice market in heart of marina walk next to boat tour dubai,convenience,good
yacht rental in dubai,no_topic,neutral
awesome samosas,,
good store,no_topic,good
european style,,
didn't have what I was looking for,selection,bad
great like always,no_topic,good
usually overpriced,price,bad
this location is very convenient for marina residents,convenience,good
great place for shopping,no_topic,good
carrefour is cheaper,price,bad
for the fact that i could not see any wine to buy,selection,bad
parking is such nightmare,parking,bad
good service,staff,good
excellent choice,no_topic,good
slightly above average price level,price,bad
easy to go,,
really great quality food,quality,good
very cheap,price,good
so much choice,selection,good
salad bar is amazing,offerings,good
i went to dubai to visit my friends,no_topic,neutral
went to spinneys to get some groceries whilst we were there,no_topic,neutral
seems to sell waitrose items which is great,selection,good
like all of dubai is over priced as the majority of them are imported,price,bad
other than the price is great,price,good
yummy place,no_topic,good
great supermarket,no_topic,good
fresh meats,freshness,good
orderly,layout,good
good staff,staff,good
bit on the expensive side,price,bad
,,
fruits n veggies bit pricey,price,bad
spinneys where exactly you you need,selection,good
super clean,cleanliness,good
cleaned deli,cleanliness,good
selection of meats amazing little pricey vs carrefour,price,bad
cleaned deli,offerings,good
well worth excellent selection of british foods as aeur,selection,good
very nice quality of products,quality,good
got good pork products,selection,good
most products are waitrose,,
pretty gd,,
experience touch of standards,,
is great time stop for your grocery,,
fresh vegetables,freshness,good
kind crews,,
fresh food,freshness,good
friendly service,staff,good
good products,,
good services,,
this is the worst branch in dubai,repeat_visit,bad
unfriendly staff,staff,bad
is hard to shop there,,
perfect place to shop for daily needs,no_topic,good
always good experience,no_topic,good
cool place,no_topic,good
good supermarket inside dubai marina,no_topic,good
expensive as you can find same stuff at much cheaper price with carrefour lulu,price,bad
the location is nice,convenience,good
typical supermarket,no_topic,neutral
good selection of household stuff,selection,good
expensive,price,bad
good selection of products,selection,good
fantastic place to shop,no_topic,good
the place is so big,layout,neutral
with wide range of offers,selection,good
i suggest to bring your own grocery bag to support the aeuroegreen campaignaeur of the store,no_topic,neutral
love my spinneys,no_topic,good
small store,layout,neutral
spinneys do not have much offers,,
for last resort,,
great place,,
got bigger than before,layout,neutral
has lovely hot meals at value cost,offerings,good
has lovely hot meals at value cost,price,good
very good collection,no_topic,good
the prices do not match up to carrefour,price,bad
love this place,,
feel like in europe,atmosphere,neutral
good service good food good evening dy,,
located conveniently for marina residents,convenience,good
offers wide variety of fresh groceries meat,freshness,good
poultry alongwith other household items,,
of the very few places in dubai where you can buy pork,offerings,good
prices are bit higher as compared to other supermarkets,price,bad
good selection,selection,good
grocery,no_topic,neutral
fast good food,efficiency_of_service,good
still under renovation,location,bad
hopefully will be finished soon,no_topic,neutral
well arranged,layout,good
excellent produce,freshness,good
awesome place,no_topic,good
you have everything here,,
ordered veg samosas,,
poratas,,
got some with meat which you first find out eating them,,
disgusting,,
for those in the area spinneys is convenient place to shop for your food groceries,,
cleaning products,,
the workers are professional,staff,good
helpful,,
staff takes personal interest in knowing you as customer,staff,good
this particular spinneys is aeur,,
quality,,
expensive,,
very nice supermarket good variety,,
super friendly people,,
ideal located if in the north end of the marina,,
this is of the best place of dubai for whole entertainment,,
with opinion this is the best theme park,,
the walking place arround,,
awesome store,,
has everything even pork products,,
good bakery,offerings,good
very attractive supermarket with really fresh vegetables,freshness,good
favourite among locals,,
great place to spend time in dubai,,
lots of eateries,,
beautiful views,atmosphere,good
oldest market in marina,,
very busy,,
convenient with quality products from spinneys,convenience,good
convenient with quality products from spinneys,quality,good
if you are hungry do not forget to visit deli counter,,
shopping,,
great quality products in this supermarket,,
fancy looking groceries,,
you can find many imported products,,
at higher price than other supermarkets,,
hence the stars only,,
at great supermarket to pick up all of the essentials,,
great selection of international groceries,,
decent prices too,,
offers everything you need an fresh fruits,,
vegetables,,
finding free of hormones meat is difficult,,
i only trust spinneys br,,
will only buy my meat cuts from there,,
hope the renovations are done soon,,
saw cockroach on the breads,,
some of the items such as spinach,,
soup packets were out dated,,
check before picking up any items,,
super market with lot of fresh products offers including vegetables,,
bakery products,,
prices may be bit on the high side compared to carrefour,,
spinneys offer definitely looks fresher,,
big choice,,
lots of varieties of fruits,,
cut products,,
still expensive healthy food like everywhere in dubai,,
they have place where you can put food into the container,,
pay after goes on weight,,
great medium sized super market,,
with good quality products,,
wide range available,,
spinneys tends to be more geared to western expats so products are in line with target market,,
terrible access to parking,,
i have visited aeur,,
convenient location on the marina,,
not to expensive,,
open late,,
very nice store with good range for the size,,
not everything i wanted though as the shop would benefit from being larger,,
very friendly staff,,
nicely stocked,,
reasonably priced,,
very nice marley with verity of goods for daily requirements,,
good place for shopping,,
costly,,
very high quality of the products,,
good food,,
the environment is very fresh,,
nice market in marina,,
is beatifull decoration,,
medium sized grocery,,
with limited options,,
good for convenience,,
amazing store with all international food brands,,
spinneys is good place to go,,
get some groceries itaeur,,
s clean has all things,,
the only annoying thing is that itaeur,,
s under construction now,,
very nice,,
way too expensive,,
there ready food item are very nice,,
so good,,
easy near my home,,
they have an array of interesting foods which is healthy,,
affordable,,
their customer service is unparalleled,,
couldnaeur,,
t find anything about this supermarket to dislike,,
they have huge collection of branded items as well so itaeur,,
s very convenient to buy items of your favorite brands under roof,,
quality goods,,
good meat is available,,
do not hesitate to visit,,
convenient,,
many kinds of food,,
also had pork for non muslims,,
good grocery shopping,,
i love this supermarket,,
i only wish they stop using plastic bags,,
spineys offers the best quality,,
their fresh items are uber,,
great deli,,
bakery,,
convenient hours,,
location,,
pork room,,
has is suitable place for your daily needs,,
love the location,,
beautiful people,,
an almost affordable supermarket with lots of indian food,,
love this store,,
awesome fruit,,
all uk,,
people shopping in spinneys in dubaidy,,
nice close,,
by little supermarket,,
the best grocery shopping place for marina towers,,
other towers near,,
no delivery,,
price is little more than carrefour,,
parking hardly can be find,,
good ready,,
eat foods,,
otherwise bit expensive compared to eg carrefour,,
nice variety of products,,
fresh food,,
the surrounding is excellent,,
environment in which one can enjoy lot,,
mentioned works until midnight,,
came there,,
itaeur,,
s closed,,
you can find pork here,,
prices are competitive,,
perfect,,
only supermarket in the area with varied collection,,
ready to eat products,,
best spinners store in town,,
the place should not be operating under renovations as is,,
little more expensive than other supermarkets,,
there is great variety,,
even has vegemite,,
all the way from aussie,,
well organised supermarket with variety of items,,
the best shop for european tourist,,
foreign residents,,
this is the second preferred hyper market to me in general of course carrefour comes first,,
way better in everything,,
variety,,
prices,,
nice place you can find almost everything,,
good store with high quality products,,
quick shopping,,
more expensive than carrefour marina,,
is well located,,
you only option for grocery,,
there is no small shops nearby,,
good for daily needs,,
with higher prices,,
great selection of food,,
customer service experience was good,,
they also have pork section for the expats,,
high accessibility,,
good assortment,,
bit expensive,,
well stocked,,
slightly expensive,,
supermarket with pork products,,
foodstuffs from waitrose,,
no alcohol,,
very expensive utensils etc,,
good location,,
forcing yourself to walk rather than drive,,
good quality products,,
variety,,
good place to buy quality food items,,
little expensive not much,,
despite being more expensive than other groceries in the area,,
spinneys has wider choice,,
generally higher quality products than most,,
for those who live in the uk,,
this is basically waitrose so you will know,,
trust the quality,,
the service in store was good,,
the range of products excellent,,
get all your basics,,
change money easily,,
small shopping options,,
still classy,,
very fresh things,,
freshly baked inventory,,
good size of variety in choices,,
they can do better is ok,,
i simply do not like,,
not wide choice for premium selection,,
good place,,
friendly service,,
lots of parking,,
great selection,,
nice place,,
easy access,,
the parking is free only for an hour,,
good place for essential shopping required,,
the br,,
name spinneys carry is not reflected with quality of products they offer,,
despite being among most expensive supermarkets in dubai,,
being regular weekly client i have disappointment every time i choose to shop there,,
i had aeur,,
quality groceries,,
nice bread,,
pastries,,
the prices are ok,,
excellent,,
fresh food little expensive,,
we can bear for our healthy life,,
fresh items sold here,,
of the best supermarket chains in dubai,,
specialty is varied,,
tasty fruit,freshness,good
well located ,convenience,good
currently undergoing major refit,location,neutral
small store,layout,neutral
all your basic needs will be satisfied,,
with nice variety of products,selection,good
convenience rather than supermarket,,
good stuff,no_topic,good
very fresh produce,freshness,good
limited selection,selection,bad
quality selection of groceries,quality,good
good location at the entrance of the marina,,
good super market in marina walk,,
very good market,,
